Location,Jerk,Acceleration,Velocity,Lane_ID,x,y,Time,Location_ID,Data_Source,Trajectory_ID,Framerate,Local_Density,Adjacent_Vehicles,Direction,Following_ID,Preceding_ID,Space_Headway,Time_Headway,leftFollowingId,leftPrecedingId,rightFollowingId,rightPrecedingId,Time_to_Collision,Dataset
111,0.2499999999999995,0.18,33.26048706799105,8,157.59,21.45,0.08,111,highd,1100000013,25,0.0,"{10: 0, 9: 0}",1,1100000010,1100000014,22.110000000000014,0.664752742640322,,,,,,highd
111,0.0,0.25,32.40012499975887,8,228.12,21.7,0.08,111,highd,1100000010,25,25.0,"{10: 0, 9: 1}",1,,1100000013,70.53,2.176843453552259,,,,,81.97711475695458,highd
111,0.0087150412121581,0.4304648650006176,30.14103681030233,9,55.71,25.26,0.08,111,highd,1100000021,25,50.0,"{10: 0, 8: 2}",1,1100000017,,,,1100000019.0,1100000020.0,1100000019.0,1100000020.0,,highd
111,0.0,0.36,32.58055401616123,9,94.46,25.58,0.08,111,highd,1100000017,25,0.0,"{10: 0, 8: 0}",1,1100000011,1100000021,38.74999999999999,1.189359762905765,1100000014.0,1100000019.0,1100000014.0,1100000019.0,,highd
111,0.2549980015984027,0.2501999200639361,31.400101910662645,9,193.82,26.06,0.08,111,highd,1100000011,25,0.0,"{10: 0, 8: 0}",1,1100000006,1100000017,99.36,3.1643209401896866,1100000010.0,1100000013.0,1100000010.0,1100000013.0,84.17114047844707,highd
111,0.2605983956315769,0.350570962859162,32.300447365322974,9,245.18,26.02,0.08,111,highd,1100000006,25,25.0,"{10: 0, 8: 1}",1,1100000003,1100000011,51.360000000000014,1.5900708562674255,,1100000010.0,,1100000010.0,,highd
111,0.2498079140304421,0.2601922366251538,33.06043708120024,9,294.73,25.65,0.08,111,highd,1100000003,25,0.0,"{10: 0, 8: 0}",1,,1100000006,49.55000000000001,1.4987702636326163,,1100000010.0,,1100000010.0,,highd
111,-0.2470763203918142,0.0608276253029822,22.75000219780209,10,29.9,29.02,0.12,111,highd,1100000027,25,40.0,"{8: 2, 9: 0}",1,1100000009,,,,1100000021.0,,1100000021.0,,,highd
111,0.0,0.170293863659264,27.640088639510548,10,268.04,29.83,0.12,111,highd,1100000009,25,0.0,"{8: 0, 9: 0}",1,1100000001,1100000027,238.14,8.615746610146074,1100000003.0,1100000006.0,1100000003.0,1100000006.0,,highd
111,0.0,0.2901723625709381,30.43047485663016,10,360.93,29.11,0.12,111,highd,1100000001,25,0.0,"{8: 0, 9: 0}",1,,1100000009,92.89,3.0525320566846563,1100000028.0,1100000003.0,1100000028.0,1100000003.0,,highd
111,0.1942810376794497,0.0360555127546398,22.7805618894706,4,76.69,4.37,0.12,111,highd,1100000004,25,20.0,"{5: 0, 6: 1}",-1,1100000007,,,,1100000005.0,,1100000005.0,,,highd
111,0.0,0.1,23.320002144082235,4,113.44,4.56,0.12,111,highd,1100000007,25,25.0,"{5: 1, 6: 0}",-1,1100000032,1100000004,36.75,1.5759003696886795,1100000005.0,,1100000005.0,,,highd
111,,0.04,24.67,4,163.03,4.26,0.12,111,highd,1100000032,25,45.0,"{5: 1, 6: 1}",-1,1100000033,1100000007,49.59,2.010133765707337,1100000012.0,1100000030.0,1100000012.0,1100000030.0,,highd
111,,0.24,27.36,4,216.47,4.06,0.12,111,highd,1100000033,25,45.0,"{5: 1, 6: 1}",-1,1100000025,1100000032,53.44,1.9532163742690056,1100000012.0,1100000030.0,1100000012.0,1100000030.0,,highd
111,0.1942810376794497,0.0360555127546398,24.110530894196422,4,332.16,4.23,0.12,111,highd,1100000025,25,45.0,"{5: 1, 6: 1}",-1,1100000034,1100000033,115.69000000000004,4.798318233127228,1100000024.0,1100000016.0,1100000024.0,1100000016.0,35.60273885767272,highd
111,,0.01,24.87,4,403.12,4.49,0.12,111,highd,1100000034,25,0.0,"{5: 0, 6: 0}",-1,,1100000025,70.95999999999998,2.8532368315239234,,1100000026.0,,1100000026.0,,highd
111,-0.2166461698838976,0.0360555127546398,28.76039116562917,5,113.5,8.44,0.12,111,highd,1100000005,25,25.0,"{4: 1, 6: 0}",-1,1100000030,,,,1100000008.0,1100000002.0,1100000008.0,1100000002.0,,highd
111,,0.0608276253029822,29.16,5,157.56,8.11,0.12,111,highd,1100000030,25,50.0,"{4: 1, 6: 1}",-1,1100000012,1100000005,44.06,1.510973936899863,1100000008.0,1100000002.0,1100000008.0,1100000002.0,,highd
111,-0.2500000000000003,0.21,31.89010034477785,5,224.91,9.1,0.12,111,highd,1100000012,25,50.0,"{4: 1, 6: 1}",-1,1100000016,1100000030,67.35,2.1119406734958384,1100000015.0,1100000031.0,1100000015.0,1100000031.0,,highd
111,0.0,0.18,32.780123550712865,5,274.71,8.57,0.12,111,highd,1100000016,25,25.0,"{4: 0, 6: 1}",-1,1100000024,1100000012,49.79999999999998,1.519213309948522,1100000015.0,1100000031.0,1100000015.0,1100000031.0,,highd
111,-0.2439784719937811,0.0412310562561766,24.90058031452279,5,339.74,8.34,0.12,111,highd,1100000024,25,50.0,"{4: 1, 6: 1}",-1,1100000026,1100000016,65.03000000000003,2.6115857212400995,1100000022.0,1100000018.0,1100000022.0,1100000018.0,8.25301645675637,highd
111,0.0,0.0223606797749978,24.39013120095913,5,375.21,7.78,0.12,111,highd,1100000026,25,25.0,"{4: 0, 6: 1}",-1,,1100000024,35.46999999999997,1.4542767198646775,1100000022.0,1100000018.0,1100000022.0,1100000018.0,69.48782759630785,highd
111,,0.36,19.39,6,1.48,12.83,0.12,111,highd,1100000029,25,0.0,"{4: 0, 5: 0}",-1,1100000002,,,,,,,,,highd
111,0.0024507448568494,0.510098029794274,30.94013089823636,6,82.5,12.01,0.12,111,highd,1100000002,25,20.0,"{4: 1, 5: 0}",-1,1100000008,1100000029,81.02,2.618605598873477,,,,,,highd
111,0.0048059156288443,0.2601922366251538,32.57049738643855,6,165.45,11.83,0.12,111,highd,1100000008,25,45.0,"{4: 1, 5: 1}",-1,1100000031,1100000002,82.94999999999999,2.546783336337322,,,,,,highd
111,,0.07,36.69044153454684,6,219.34,12.66,0.12,111,highd,1100000031,25,45.0,"{4: 1, 5: 1}",-1,1100000015,1100000008,53.890000000000015,1.4687749110148614,,,,,,highd
111,0.2747548783981964,0.0509901951359278,34.88014334832929,6,288.04,12.31,0.12,111,highd,1100000015,25,25.0,"{4: 0, 5: 1}",-1,1100000018,1100000031,68.70000000000002,1.969601997157235,,,,,37.94954915330399,highd
111,-0.129388587538418,0.0360555127546398,34.230001460706944,6,326.15,12.53,0.12,111,highd,1100000018,25,45.0,"{4: 1, 5: 1}",-1,1100000022,1100000015,38.10999999999996,1.1133508143067687,,,,,58.61797359246175,highd
111,0.0,0.07,32.55,6,375.49,12.4,0.12,111,highd,1100000022,25,25.0,"{4: 0, 5: 1}",-1,,1100000018,49.34000000000003,1.5158218125960072,,,,,29.369022083610385,highd
111,0.0,0.2901723625709381,30.91052409778909,8,12.29,21.12,0.12,111,highd,1100000023,25,20.0,"{10: 1, 9: 0}",1,1100000020,,,,,,,,,highd
111,0.2499528790889938,0.5200961449578337,31.72000630516961,8,42.29,22.07,0.12,111,highd,1100000020,25,45.0,"{10: 1, 9: 1}",1,1100000019,1100000023,30.0,0.9457753479421822,,,,,,highd
111,0.0439213598863501,0.1431782106327635,32.740390956737215,8,72.95,21.24,0.12,111,highd,1100000019,25,25.0,"{10: 0, 9: 1}",1,1100000014,1100000020,30.660000000000004,0.9364579684009816,,,,,,highd
111,0.0026592735431582,0.4701063709417263,33.030122615576225,8,136.72,21.31,0.12,111,highd,1100000014,25,0.0,"{10: 0, 9: 0}",1,1100000013,1100000019,63.77,1.9306619216099297,,,,,,highd
111,0.0,0.18,33.270486921594646,8,158.85,21.45,0.12,111,highd,1100000013,25,0.0,"{10: 0, 9: 0}",1,1100000010,1100000014,22.129999999999995,0.6651540764086692,,,,,,highd
111,0.0,0.25,32.41012496119075,8,229.35,21.71,0.12,111,highd,1100000010,25,25.0,"{10: 0, 9: 1}",1,,1100000013,70.5,2.175246164105188,,,,,81.94225598596215,highd
111,0.0,0.4304648650006176,30.16095489204544,9,56.84,25.27,0.12,111,highd,1100000021,25,50.0,"{10: 0, 8: 2}",1,1100000017,,,,1100000019.0,1100000020.0,1100000019.0,1100000020.0,,highd
111,0.0,0.36,32.600553676279795,9,95.69,25.59,0.12,111,highd,1100000017,25,0.0,"{10: 0, 8: 0}",1,1100000011,1100000021,38.85,1.1916975516973292,1100000014.0,1100000019.0,1100000014.0,1100000019.0,,highd
111,0.0,0.2501999200639361,31.41010187821746,9,195.01,26.06,0.12,111,highd,1100000011,25,0.0,"{10: 0, 8: 0}",1,1100000006,1100000017,99.32,3.1620400463863905,1100000010.0,1100000013.0,1100000010.0,1100000013.0,83.4305094600726,highd
111,0.0178099636460954,0.3512833614050059,32.32039603717752,9,246.4,26.02,0.12,111,highd,1100000006,25,25.0,"{10: 0, 8: 1}",1,1100000003,1100000011,51.390000000000015,1.590017645232042,,1100000010.0,,1100000010.0,,highd
111,0.0143964895738049,0.260768096208106,33.0703870554912,9,295.97,25.66,0.12,111,highd,1100000003,25,0.0,"{10: 0, 8: 0}",1,1100000028,1100000006,49.57000000000002,1.4989240953491991,,1100000010.0,,1100000010.0,,highd
111,,0.01,19.37,9,407.61,25.67,0.12,111,highd,1100000028,25,0.0,"{10: 0, 8: 0}",1,,1100000003,111.64,5.763551884357253,,1100000010.0,,1100000010.0,8.148674891287394,highd
111,0.0604481975096346,0.0632455532033675,22.75000219780209,10,30.79,29.02,0.16,111,highd,1100000027,25,40.0,"{8: 2, 9: 0}",1,1100000009,,,,1100000021.0,,1100000021.0,,,highd
111,0.2703459775871074,0.1811077027627483,27.640088639510548,10,269.11,29.83,0.16,111,highd,1100000009,25,0.0,"{8: 0, 9: 0}",1,1100000001,1100000027,238.32,8.622258890274681,1100000003.0,1100000006.0,1100000003.0,1100000006.0,,highd
111,0.2623391249129996,0.3006659275674581,30.440474700635008,10,362.11,29.12,0.16,111,highd,1100000001,25,0.0,"{8: 0, 9: 0}",1,,1100000009,93.0,3.055142894931923,1100000028.0,1100000003.0,1100000028.0,1100000003.0,,highd
111,0.0,0.0360555127546398,22.7805618894706,4,75.8,4.37,0.16,111,highd,1100000004,25,20.0,"{5: 0, 6: 1}",-1,1100000007,,,,1100000005.0,,1100000005.0,,,highd
111,0.2499999999999998,0.11,23.33000214316321,4,112.54,4.56,0.16,111,highd,1100000007,25,25.0,"{5: 1, 6: 0}",-1,1100000032,1100000004,36.74000000000001,1.574796254820172,1100000030.0,1100000005.0,1100000030.0,1100000005.0,,highd
111,0.0,0.04,24.68,4,162.11,4.26,0.16,111,highd,1100000032,25,45.0,"{5: 1, 6: 1}",-1,1100000033,1100000007,49.57000000000001,2.0085089141004864,1100000012.0,1100000030.0,1100000012.0,1100000030.0,,highd
111,-0.2499999999999994,0.23,27.35,4,215.47,4.06,0.16,111,highd,1100000033,25,45.0,"{5: 1, 6: 1}",-1,1100000025,1100000032,53.35999999999999,1.951005484460694,1100000012.0,1100000030.0,1100000012.0,1100000030.0,,highd
111,0.159272352913824,0.0424264068711928,24.1104666068494,4,331.23,4.24,0.16,111,highd,1100000025,25,45.0,"{5: 1, 6: 1}",-1,1100000034,1100000033,115.76000000000002,4.801234330616996,1100000024.0,1100000016.0,1100000024.0,1100000016.0,35.73354120835836,highd
111,0.0,0.01,24.87000201045428,4,402.21,4.49,0.16,111,highd,1100000034,25,0.0,"{5: 0, 6: 0}",-1,,1100000025,70.97999999999996,2.854040782552532,,1100000026.0,,1100000026.0,,highd
111,0.159272352913824,0.0424264068711928,28.76039116562917,5,112.38,8.45,0.16,111,highd,1100000005,25,25.0,"{4: 1, 6: 0}",-1,1100000030,,,,1100000008.0,1100000002.0,1100000008.0,1100000002.0,,highd
111,0.0,0.0608276253029822,29.16000171467759,5,156.51,8.11,0.16,111,highd,1100000030,25,50.0,"{4: 1, 6: 1}",-1,1100000012,1100000005,44.13,1.5133743966066815,1100000008.0,1100000002.0,1100000008.0,1100000002.0,,highd
111,0.0,0.21,31.880100376253523,5,223.68,9.1,0.16,111,highd,1100000012,25,50.0,"{4: 1, 6: 1}",-1,1100000016,1100000030,67.17000000000002,2.106956979659726,1100000015.0,1100000031.0,1100000015.0,1100000031.0,,highd
111,0.0,0.18,32.780123550712865,5,273.44,8.57,0.16,111,highd,1100000016,25,25.0,"{4: 0, 6: 1}",-1,1100000024,1100000012,49.75999999999999,1.517993058293945,1100000015.0,1100000031.0,1100000015.0,1100000031.0,,highd
111,0.0872575823454795,0.0447213595499957,24.90058031452279,5,338.78,8.35,0.16,111,highd,1100000024,25,50.0,"{4: 1, 6: 1}",-1,1100000026,1100000016,65.33999999999997,2.624035230291065,1100000022.0,1100000018.0,1100000022.0,1100000018.0,8.292358838758432,highd
111,0.0,0.0223606797749978,24.39013120095913,5,374.26,7.78,0.16,111,highd,1100000026,25,25.0,"{4: 0, 6: 1}",-1,,1100000024,35.48000000000002,1.4546867217592,,1100000022.0,,1100000022.0,69.50741818767989,highd
111,0.0,0.36,19.4,6,0.76,12.83,0.16,111,highd,1100000029,25,0.0,"{4: 0, 5: 0}",-1,1100000002,,,,,,,,,highd
111,0.2499528790889937,0.5200961449578337,30.96013081367713,6,81.3,12.01,0.16,111,highd,1100000002,25,20.0,"{4: 1, 5: 0}",-1,1100000008,1100000029,80.53999999999999,2.6014101970273384,,,,,,highd
111,0.0,0.2601922366251538,32.580497233774686,6,164.2,11.84,0.16,111,highd,1100000008,25,45.0,"{4: 1, 5: 1}",-1,1100000031,1100000002,82.89999999999999,2.544466998313992,,,,,,highd
111,0.0177669529663689,0.0707106781186547,36.68044165492013,6,218.0,12.65,0.16,111,highd,1100000031,25,45.0,"{4: 1, 5: 1}",-1,1100000015,1100000008,53.80000000000001,1.4667217070649297,,,,,,highd
111,0.0,0.0509901951359278,34.88014334832929,6,286.68,12.3,0.16,111,highd,1100000015,25,25.0,"{4: 0, 5: 1}",-1,1100000018,1100000031,68.68,1.9690286050183243,,,,,38.14923324016055,highd
111,0.0,0.0360555127546398,34.220001461133805,6,324.82,12.53,0.16,111,highd,1100000018,25,45.0,"{4: 1, 5: 1}",-1,1100000022,1100000015,38.13999999999999,1.1145528454555569,,,,,57.7754581852578,highd
111,0.0,0.07,32.55,6,374.23,12.4,0.16,111,highd,1100000022,25,25.0,"{4: 0, 5: 1}",-1,,1100000018,49.410000000000025,1.5179723502304157,,,,,29.58680046091354,highd
111,0.249856445628363,0.3001666203960726,30.92046733152654,8,13.49,21.13,0.16,111,highd,1100000023,25,20.0,"{10: 1, 9: 0}",1,1100000020,,,,,,,,,highd
111,0.0072082073118456,0.5203844732503076,31.7400063011966,8,43.51,22.07,0.16,111,highd,1100000020,25,45.0,"{10: 1, 9: 1}",1,1100000019,1100000023,30.02,0.9458095160765057,,,,,,highd
111,0.0605996788211708,0.1456021977856103,32.75034350964887,8,74.21,21.24,0.16,111,highd,1100000019,25,25.0,"{10: 0, 9: 1}",1,1100000014,1100000020,30.7,0.9373947479651684,,,,,,highd
111,0.2499446106146454,0.4801041553663121,33.05012254137645,8,137.98,21.32,0.16,111,highd,1100000014,25,0.0,"{10: 0, 9: 0}",1,1100000013,1100000019,63.77,1.9294936023357976,,,,,,highd
111,0.0,0.18,33.28048677528621,8,160.13,21.46,0.16,111,highd,1100000013,25,0.0,"{10: 0, 9: 0}",1,1100000010,1100000014,22.15000000000001,0.6655551689961577,,,,,,highd
111,0.2548059156288445,0.2601922366251538,32.42012492264643,8,230.61,21.71,0.16,111,highd,1100000010,25,25.0,"{10: 0, 9: 1}",1,,1100000013,70.48000000000002,2.173958310406374,,,,,81.91902021661247,highd
111,0.2639169105845315,0.4410215414239989,30.17095457555164,9,58.0,25.28,0.16,111,highd,1100000021,25,50.0,"{10: 0, 8: 2}",1,1100000017,,,,1100000019.0,1100000020.0,1100000019.0,1100000020.0,,highd
111,0.2500000000000001,0.37,32.61055350649541,9,96.95,25.6,0.16,111,highd,1100000017,25,0.0,"{10: 0, 8: 0}",1,1100000011,1100000021,38.95,1.1943986167619602,1100000014.0,1100000019.0,1100000014.0,1100000019.0,,highd
111,0.014970100393824,0.250798724079689,31.420101845792928,9,196.23,26.07,0.16,111,highd,1100000011,25,0.0,"{10: 0, 8: 0}",1,1100000006,1100000017,99.28,3.159760604445441,1100000010.0,1100000013.0,1100000010.0,1100000013.0,83.39691839433061,highd
111,0.2733011030122689,0.3622154055254966,32.33039591468066,9,247.65,26.03,0.16,111,highd,1100000006,25,25.0,"{10: 0, 8: 1}",1,1100000003,1100000011,51.420000000000016,1.5904537678937334,,1100000010.0,,1100000010.0,,highd
111,0.2492907801377924,0.2707397274136177,33.08038693848668,9,297.24,25.66,0.16,111,highd,1100000003,25,0.0,"{10: 0, 8: 0}",1,1100000028,1100000006,49.59,1.499075572852673,,1100000010.0,,1100000010.0,,highd
111,0.0,0.01,19.37,9,408.34,25.67,0.16,111,highd,1100000028,25,0.0,"{10: 0, 8: 0}",1,,1100000003,111.09999999999997,5.735673722250901,,1100000010.0,,1100000010.0,8.103345332153179,highd
111,0.0,0.0632455532033675,22.75000879120709,10,31.69,29.02,0.2,111,highd,1100000027,25,40.0,"{8: 2, 9: 0}",1,1100000009,,,,1100000021.0,,1100000021.0,,,highd
